Department,Chart,Metric,Date,Volume,Result,Explanation
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,9/10/2014,,1268,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,10/10/2014,,1197,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,11/10/2014,,1436,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,12/10/2014,,1491,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,1/10/2015,,1557,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,2/10/2015,,1598,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,3/10/2015,,1662,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,4/10/2015,,1728,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,5/10/2015,,1737,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,6/10/2015,,0,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,7/10/2015,,0,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,8/10/2015,,1124,
DPR,youth_programming,Total Youth Enrolled In After-School/Camp Best Friends Programs,9/10/2015,,1243,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,1/10/2014,,729,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,2/10/2014,,733,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,3/10/2014,,713,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,4/10/2014,,716,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,5/10/2014,,671,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,6/10/2014,,1678,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,7/10/2014,,1388,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,8/10/2014,,721,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,9/10/2014,,785,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,10/10/2014,,589,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,11/10/2014,,769,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,12/10/2014,,755,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,1/10/2015,,767,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,2/10/2015,,746,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,3/10/2015,,766,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,4/10/2015,,760,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,5/10/2015,,719,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,6/10/2015,,0,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,7/10/2015,,0,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,8/10/2015,,983,
DPR,youth_programming,Total Youth Served In Recreation Center Programs,9/10/2015,,899,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,7/10/2012,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,8/10/2012,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,9/10/2012,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,10/10/2012,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,11/10/2012,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,12/10/2012,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,1/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,2/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,3/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,4/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,5/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,6/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,7/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,8/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,9/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,10/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,11/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,12/10/2013,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,1/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,2/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,3/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,4/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,5/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,6/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,7/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,8/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,9/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,10/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,11/10/2014,,0.9994,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,12/10/2014,,1,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,1/10/2015,,0.9994,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,2/10/2015,,0.9993,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,3/10/2015,,0.9994,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,4/10/2015,,0.9993,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,5/10/2015,,0.9993,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,6/10/2015,,0.99,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,7/10/2015,,0.9992,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,8/10/2015,,0.9991,
DPW,solid_waste_operations,% Garbage Pickups Collected On Schedule,9/10/2015,,0.9992,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,1/10/2014,329,0.54,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,2/10/2014,605,0.53,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,3/10/2014,616,0.74,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,4/10/2014,488,0.68,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,5/10/2014,730,0.72,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,6/10/2014,398,0.75,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,7/10/2014,458,0.69,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,8/10/2014,406,0.7,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,9/10/2014,431,0.84,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,10/10/2014,290,0.93,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,11/10/2014,215,0.92,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,12/10/2014,255,0.94,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,1/10/2015,320,0.81,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,2/10/2015,274,0.71,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,3/10/2015,656,0.75,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,4/10/2015,510,0.88,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,5/10/2015,345,0.94,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,6/10/2015,265,0.96,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,7/10/2015,320,0.9,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,8/10/2015,215,0.85,
DPW,transportation_asphalt,% of Service Requests Completed Within Target Timeframe - % Asphalt/Street Repair,9/10/2015,302,0.94,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,1/10/2014,25,0.84,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,2/10/2014,18,0.78,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,3/10/2014,53,0.94,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,4/10/2014,45,0.64,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,5/10/2014,48,0.85,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,6/10/2014,23,0.65,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,7/10/2014,67,0.88,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,8/10/2014,27,0.33,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,9/10/2014,42,0.74,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,10/10/2014,47,0.83,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,11/10/2014,45,0.8,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,12/10/2014,49,0.92,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,1/10/2015,45,0.87,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,2/10/2015,44,0.95,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,3/10/2015,63,0.89,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,4/10/2015,97,0.86,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,5/10/2015,77,0.68,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,6/10/2015,79,0.73,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,7/10/2015,21,1,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,8/10/2015,,0,
DPW,transportation_bridge,% of Service Requests Completed Within Target Timeframe - % Bridge Maintenance,9/10/2015,6,0.83,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,1/10/2014,156,0.41,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,2/10/2014,222,0.46,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,3/10/2014,231,0.52,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,4/10/2014,228,0.64,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,5/10/2014,210,0.77,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,6/10/2014,146,0.64,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,7/10/2014,189,0.7,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,8/10/2014,224,0.46,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,9/10/2014,253,0.38,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,10/10/2014,262,0.47,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,11/10/2014,185,0.55,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,12/10/2014,132,0.57,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,1/10/2015,61,0.98,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,2/10/2015,90,1,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,3/10/2015,133,0.95,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,4/10/2015,113,0.86,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,5/10/2015,118,0.85,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,6/10/2015,151,0.89,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,7/10/2015,110,0.9,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,8/10/2015,106,0.93,
DPW,transportation_concrete,% of Service Requests Completed Within Target Timeframe - % Concrete Repair,9/10/2015,139,0.91,
DPW,transportation_signs,% of Service Requests Completed Within Target Timeframe - % Signs Repair/Replacement,1/10/2014,416,0.64,
DPW,transportation_signs,% of Service Requests Completed Within Target Timeframe - % Signs Repair/Replacement,2/10/2014,348,0.79,
DPW,transportation_signs,% of Service Requests Completed Within Target Timeframe - % Signs Repair/Replacement,3/10/2014,398,0.87,
DPW,transportation_signs,% of Service Requests Completed Within Target Timeframe - % Signs Repair/Replacement,4/10/2014,348,0.89,
DPW,transportation_signs,% of Service Requests Completed Within Target Timeframe - % Signs Repair/Replacement,5/10/2014,469,0.92,
DPW,transportation_signs,% of Service Requests Completed Within Target Timeframe - % Signs Repair/Replacement,6/10/2014,289,0.72,
